"image_path","caption"
"Images/2470519275_65725fd38d.jpg","A boy in a pile of mud ."
"Images/2470519275_65725fd38d.jpg","A boy in deep mud is attempting to get out with onlookers nearby ."
"Images/2470519275_65725fd38d.jpg","A boy playing in mud"
"Images/2470588201_955132a946.jpg","A child swinging a multi-colored banner ."
"Images/2470588201_955132a946.jpg","A young boy is playing with a colorful streamer ."
"Images/2470588201_955132a946.jpg","a young boy waving a streaming kite"
"Images/2470588201_955132a946.jpg","A young child plays with a colorful toy outside ."
"Images/2470588201_955132a946.jpg","The boy is playing with a colorful ribbon ."
"Images/2471297228_b784ff61a2.jpg","Two girls holding sacks are standing in a field ."
"Images/2471297228_b784ff61a2.jpg","Two girls pillow fight in a school play yard ."
"Images/2471297228_b784ff61a2.jpg","Two girls playing with plastic bags in a park ."
"Images/2471297228_b784ff61a2.jpg","Two girls swinging bags ."
"Images/2471297228_b784ff61a2.jpg","two young girls htting each other with sacks on a field ."
"Images/2471974379_a4a4d2b389.jpg","A group of motorcycles wearing black ."
"Images/2471974379_a4a4d2b389.jpg","Bikers are seen riding during a parade , one has an American flag ."
"Images/2471974379_a4a4d2b389.jpg","Man carrying american flag rides motorbike ."
"Images/2471974379_a4a4d2b389.jpg","many motorcyclists ride along the street ."
"Images/2471974379_a4a4d2b389.jpg","People on motorcycles ride down a street with an American flag waving ."
"Images/2472720629_d9a6736356.jpg","A father and son are flying a red kite ."
"Images/2472720629_d9a6736356.jpg","A man and a child are flying a kite in a field in the city ."
"Images/2472720629_d9a6736356.jpg","A man and boy are flying a kite together ."
"Images/2472720629_d9a6736356.jpg","An adult and a child fly a kite together ."
"Images/2472720629_d9a6736356.jpg","Man and boy fly kite in park ."
"Images/2472896179_245e7d142f.jpg","A man about to paraglide from the water ."
"Images/2472896179_245e7d142f.jpg","A man glides on top of the water ."
"Images/2472896179_245e7d142f.jpg","A man is pulled through the water on a large ski ."
"Images/2472896179_245e7d142f.jpg","a man on the sea ."
"Images/2472896179_245e7d142f.jpg","man holding harness waterskiing"
"Images/2473293833_78820d2eaa.jpg","A young boy wearing a denim jacket sticks his tongue out ."
"Images/2473293833_78820d2eaa.jpg","A young boy with brown hair and green eyes looks at the camera and sticks his tongue out ."
"Images/2473293833_78820d2eaa.jpg","A young boy with reddish hair and grey colored eyes sticks his tongue out ."
"Images/2473293833_78820d2eaa.jpg","Kid in jacket points tongue out"
"Images/2473293833_78820d2eaa.jpg","Young boy wearing a denim shirt sticks out his tongue ."
"Images/2473689180_e9d8fd656a.jpg","A man jet boarding ."
"Images/2473689180_e9d8fd656a.jpg","A parasurfer is airborne over the water ."
"Images/2473689180_e9d8fd656a.jpg","A wakeboarder is attempting a trick while holding on to lines pointed upward ."
"Images/2473689180_e9d8fd656a.jpg","A wakeboarder is jumping a huge wave ."
"Images/2473689180_e9d8fd656a.jpg","person on a wakeboard in the air"
"Images/2473737724_355599a263.jpg","Children are practicing judo on red and white mats ."
"Images/2473737724_355599a263.jpg","Girls do martial arts on a red mat ."
"Images/2473737724_355599a263.jpg","People practicing martial arts in a training hall ."
"Images/2473737724_355599a263.jpg","Two children perform a karate move on a red mat ."
"Images/2473737724_355599a263.jpg","Two girls karate fighting"
"Images/2473738924_eca928d12f.jpg","Two girls in karate uniforms struggle in a dojo ."
"Images/2473738924_eca928d12f.jpg","Two little girls are dressed in white karate uniforms ."
"Images/2473738924_eca928d12f.jpg","Two little girls practice martial arts ."
"Images/2473738924_eca928d12f.jpg","Two little girls spar in a Karate bout ."
"Images/2473738924_eca928d12f.jpg","Two young girls sparring in white martial arts outfits while a third person watches from the side ."
"Images/2473791980_805c819bd4.jpg","a lone parasailer surfing in the ocean wearing a black swimsuit ."
"Images/2473791980_805c819bd4.jpg","A man is kite surfing away from the camera ."
"Images/2473791980_805c819bd4.jpg","A man is sky surfing on the water ."
"Images/2473791980_805c819bd4.jpg","A man waterskis while attached to a parachute ."
"Images/2473791980_805c819bd4.jpg","A waterskier cuts through the blue water with sailboats in the background ."
"Images/2474047296_fd9179d438.jpg","A man in a white shirt and dress pants sits just underneath a stone archway ."
"Images/2474047296_fd9179d438.jpg","a man wearing a white shirt and black pants sitting on a staircase"
"Images/2474047296_fd9179d438.jpg","An old man sits in an ancient brick archway ."
"Images/2474047296_fd9179d438.jpg","An old man with a white shirt and black pants sits on a chair in the opening of a stone tunnel ."
"Images/2474047296_fd9179d438.jpg","Elderly man sitting in a doorway ."
"Images/2474092890_6c0781a8ed.jpg","a person holding a picture of a face in front of their own face sitting on a bench ."
"Images/2474092890_6c0781a8ed.jpg","A person sitting on a bench and holding a picture in front of their face ."
"Images/2474092890_6c0781a8ed.jpg","Someone is sitting on a wooden bench holding the picture of a face up in front of their own face ."
"Images/2474092890_6c0781a8ed.jpg","The person blocks his face with newspaper to avoid being photographed ."
"Images/2474092890_6c0781a8ed.jpg","The person is holding a picture in front of their face ."
"Images/2474918824_88660c7757.jpg","A guy tries to climb a stone cliff while his friend helps him ."
"Images/2474918824_88660c7757.jpg","A man in a red shirt climbs a rock while another man stands behind to help him ."
"Images/2474918824_88660c7757.jpg","A man in a red shirt is learning how to climb a cliff ."
"Images/2474918824_88660c7757.jpg","A man in brown is helping a man in red climb a rock ."
"Images/2474918824_88660c7757.jpg","A man wearing a brown sweatshirt helps a man in red climb a rock ."
"Images/2475162978_2c51048dca.jpg","A woman carrying a white ball is running behind a small boy ."
"Images/2475162978_2c51048dca.jpg","A woman holding a ball chases a small boy running in the grass ."
"Images/2475162978_2c51048dca.jpg","a woman holding a small ball chasing after a small boy ."
"Images/2475162978_2c51048dca.jpg","A woman is running after a boy on the grass ."
"Images/2475162978_2c51048dca.jpg","A woman with a softball runs after a child in a grassy lawn ."
"Images/247617754_4b1137de8c.jpg","A girl sits on a rock wall while looking at her cellphone ."
"Images/247617754_4b1137de8c.jpg","A woman sitting down checking her cellphone ."
"Images/247617754_4b1137de8c.jpg","A woman with a backpack looks at her cellphone while sitting on a short concrete wall ."
"Images/247617754_4b1137de8c.jpg","The young person reviews his photos while sitting on a bench ."
"Images/247617754_4b1137de8c.jpg","Woman sitting and looking at phone , with a black backpack ."
"Images/247619370_a01fb21dd3.jpg","A woman in a black shirt sitting on a red bench ."
"Images/247619370_a01fb21dd3.jpg","A woman is sitting and staring on a red bench near a building ."
"Images/247619370_a01fb21dd3.jpg","A woman wearing sunglasses sits on a red bench in front of a yellow building ."
"Images/247619370_a01fb21dd3.jpg","The woman in the brown shirt is sitting on a bright red bench ."
"Images/247619370_a01fb21dd3.jpg","Woman in a black shirt sitting on a red bench ."
"Images/2476214153_99a3998509.jpg","A boy in yellow shorts kicks a soccer ball in a basketball court ."
"Images/2476214153_99a3998509.jpg","A little boy in orange shorts and flip-flops plays soccer on a basketball court ."
"Images/2476214153_99a3998509.jpg","A young boy kicks a ball in an outdoor court ."
"Images/2476214153_99a3998509.jpg","Buy in orange shorts and flip flops plays with soccer ball ."
"Images/2476214153_99a3998509.jpg","Little boy kicking pink soccer ball on a basketball court ."
"Images/247637795_fdf26a03cf.jpg","A man and a woman at the waterfront ."
"Images/247637795_fdf26a03cf.jpg","A woman and a man is standing beside water in front of buildings ."
"Images/247637795_fdf26a03cf.jpg","A woman holding a black leash and a man looking down ."
"Images/247637795_fdf26a03cf.jpg","A woman wearing a scarf looks down ."
"Images/247637795_fdf26a03cf.jpg","A woman wearing a scarf stands near the water and looks down ."
"Images/247652942_29ede19352.jpg","A hang glider high in the air with a few clouds in the blue sky ."
"Images/247652942_29ede19352.jpg","A person is flying with a yellow parachute above a green building ."
"Images/247652942_29ede19352.jpg","A yellow parasail is in the air ."
"Images/247652942_29ede19352.jpg","Hang glider floating through the air above many green trees ."
"Images/247652942_29ede19352.jpg","Kite flying high in the sky with sky rider ."
"Images/247691240_3881777ab8.jpg","A guy is rock climbing ."
"Images/247691240_3881777ab8.jpg","A man is rock climbing ."
"Images/247691240_3881777ab8.jpg","A man rock climbing ."
"Images/247691240_3881777ab8.jpg","A young man in a blue short-sleeved shirt climbs up a rock face with no ropes ."
"Images/247691240_3881777ab8.jpg","There is a man in a light shirt climbing a rocky cliff ."
"Images/247704641_d883902277.jpg","A black dog is slowly crossing a fallen log that is outstretched over a stream of water ."
"Images/247704641_d883902277.jpg","A dog crossing a river on a bridge made of a fallen tree ."
"Images/247704641_d883902277.jpg","A dog walks on a log across a small river ."
"Images/247704641_d883902277.jpg","The black dog is walking along a tree trunk bridge over water ."
"Images/247704641_d883902277.jpg","The dog walks across the stream on a fallen log ."
"Images/247706586_7e25c7adf8.jpg","A man in a blue shirt and jeans poses by large mossy rocks ."
"Images/247706586_7e25c7adf8.jpg","A man is laying under a large mossy rock in the forest ."
"Images/247706586_7e25c7adf8.jpg","A man is sitting on rock ledges ."
"Images/247706586_7e25c7adf8.jpg","a man lying in the middle of a hug rock"
"Images/247706586_7e25c7adf8.jpg","A man sits underneath a large and colorful rock formation ."
"Images/2477121456_1ac5c6d3e4.jpg","a black dog plays in the water ."
"Images/2477121456_1ac5c6d3e4.jpg","A black dog 's head rises above some water ."
"Images/2477121456_1ac5c6d3e4.jpg","A black dog splashes in the water ."
"Images/2477121456_1ac5c6d3e4.jpg","Drenched black Labrador in the water ."
"Images/2477121456_1ac5c6d3e4.jpg","The black dog 's head is poking up out of the water ."
"Images/2477623312_58e8e8c8af.jpg","A child in winter gear is posing while a crowd of people sit and stand behind her ."
"Images/2477623312_58e8e8c8af.jpg","A young girl dancing ."
"Images/2477623312_58e8e8c8af.jpg","a young girl stands on one leg ."
"Images/2477623312_58e8e8c8af.jpg","Closeup of little girl dancing"
"Images/2477623312_58e8e8c8af.jpg","The little blond haired girl in a grey sweatshirt dances at a park with people seated behind her ."
"Images/247778426_fd59734130.jpg","A big , brown dog running through the water"
"Images/247778426_fd59734130.jpg","A brown dog running through a pond ."
"Images/247778426_fd59734130.jpg","A dog plays in water ."
"Images/247778426_fd59734130.jpg","The brown dog splashes through the water ."
"Images/247778426_fd59734130.jpg","The dog is swimming ."
"Images/2479162876_a5ce3306af.jpg","A dog walks down the dirt road as a person follows ."
"Images/2479162876_a5ce3306af.jpg","A tan dog walks ahead of a man in a dry area ."
"Images/2479162876_a5ce3306af.jpg","A white dog is going for a walk through the desert with its owner ."
"Images/2479162876_a5ce3306af.jpg","A yellow dog is walking along a mountain trail"
"Images/2479162876_a5ce3306af.jpg","Dog in desert area with distant man in background ."
"Images/2479180530_7ebba2d8bf.jpg","A brown dog carrying a stick ."
"Images/2479180530_7ebba2d8bf.jpg","A brown dog runs on the sand carrying a stick ."
"Images/2479180530_7ebba2d8bf.jpg","A brown dog runs on the sand , holding a stick ."
"Images/2479180530_7ebba2d8bf.jpg","a dog is running across the sand with a stick in its mouth ."
"Images/2479180530_7ebba2d8bf.jpg","The dog is playing with the stick on the beach ."
"Images/2479553749_f7ac031940.jpg","a little baby standing in front of a colorful merry-go-round"
"Images/2479553749_f7ac031940.jpg","A little boy is watching a merry-go-round ."
"Images/2479553749_f7ac031940.jpg","A little boy watches a Ferris Wheel in motion ."
"Images/2479553749_f7ac031940.jpg","A tow-headed boy looks on at the children 's merry-go-round ."
"Images/2479553749_f7ac031940.jpg","Small child looking at a colorful children 's amuseument ride ."
"Images/2479652566_8f9fac8af5.jpg","A little girl is sitting on the counter dangling one foot in the sink whilst holding a dish jet washer ."
"Images/2479652566_8f9fac8af5.jpg","A little girl plays with a faucet ."
"Images/2479652566_8f9fac8af5.jpg","A little girl wearing sunglasses puts her feet into the kitchen sink ."
"Images/2479652566_8f9fac8af5.jpg","A young , barefoot girl in red sunglasses plays in a sink ."
"Images/2479652566_8f9fac8af5.jpg","A young girl wearing red sunglasses sits near a sink and holds the faucet ."
"Images/2480021389_dda9fb2818.jpg","A man climbing a rock ."
"Images/2480021389_dda9fb2818.jpg","A man is rock climbing at sunset ."
"Images/2480021389_dda9fb2818.jpg","A man is scaling a large boulder at dusk ."
"Images/2480021389_dda9fb2818.jpg","a man scales the large rock ."
"Images/2480021389_dda9fb2818.jpg","Climber scaling rock at night ."
"Images/2480327661_fb69829f57.jpg","A boy poses in karate form and uniform ."
"Images/2480327661_fb69829f57.jpg","A small child in a karate uniform is punching ."
"Images/2480327661_fb69829f57.jpg","A young boy is practicing his karate in a gym ."
"Images/2480327661_fb69829f57.jpg","A young boy practicing martial arts ."
"Images/2480327661_fb69829f57.jpg","The young child is standing in a martial arts pose ."
"Images/2480664591_e6d22ed61c.jpg","Two people are on a very small boat on the water with big trees in the background ."
"Images/2480664591_e6d22ed61c.jpg","Two people are riding in a canoe near a forest ."
"Images/2480664591_e6d22ed61c.jpg","Two people are rowing a canoe through the water ."
"Images/2480664591_e6d22ed61c.jpg","Two people in a boat paddle their way past large trees ."
"Images/2480664591_e6d22ed61c.jpg","Two people row a boat ."
"Images/2480668859_6f9b46be6a.jpg","A group of people rowing a boat ."
"Images/2480668859_6f9b46be6a.jpg","a group of people rowing a large rowboat in the lake ."
"Images/2480668859_6f9b46be6a.jpg","A skull of rowers on a lake ."
"Images/2480668859_6f9b46be6a.jpg","A team paddles their long boat through the water with trees behind ."
"Images/2480668859_6f9b46be6a.jpg","Many people ride in a canoe near a forest ."
"Images/2480820830_bdec1f5b76.jpg","Two black dogs are jumping in waves at the beach"
"Images/2480820830_bdec1f5b76.jpg","Two black dogs play in the waves at the beach ."
"Images/2480820830_bdec1f5b76.jpg","Two black dogs run into the white waves on a beach ."
"Images/2480820830_bdec1f5b76.jpg","Two dog are playing the waves at a beach ."
"Images/2480820830_bdec1f5b76.jpg","Two dogs are running around in the water ."
"Images/2480832276_fa55480ecb.jpg","A man in a red shirt climbs a rock in the background , a tree in the foreground ."
"Images/2480832276_fa55480ecb.jpg","A person climbing a boulder behind a tree ."
"Images/2480832276_fa55480ecb.jpg","A person climbs a big rock under a tree ."
"Images/2480832276_fa55480ecb.jpg","A person jumping in a rock and treefilled area ."
"Images/2480832276_fa55480ecb.jpg","The boy in the red shirt climbs a large rock ."
"Images/2480850054_de3433b54a.jpg","A boy is kicking up dust as he runs in the dirt by a tree ."
"Images/2480850054_de3433b54a.jpg","A boy wearing brown running in dirt ."
"Images/2480850054_de3433b54a.jpg","a dirty boy runs through the dirt ."
"Images/2480850054_de3433b54a.jpg","A dusty boy runs along a dirt path through the grass ."
"Images/2480850054_de3433b54a.jpg","A teenage boy runs through the dirt near a house in the country ."
"Images/2481003841_06086eafc2.jpg","Two little boys are playing on a playground ."
"Images/2481003841_06086eafc2.jpg","Two little boys lounge at a park , one sitting on a swing ."
"Images/2481003841_06086eafc2.jpg","Two toddler boys look onward from the playground ."
"Images/2481003841_06086eafc2.jpg","two young boys in swetashirts at a playground"
"Images/2481003841_06086eafc2.jpg","Two young boys with playground equipment"
"Images/2481490320_7978c76271.jpg","A man is paddling a kayak on water beside a large rock face ."
"Images/2481490320_7978c76271.jpg","A man is rowing a canoe in a body of water ."
"Images/2481490320_7978c76271.jpg","A man rows a boat against a night sky ."
"Images/2481490320_7978c76271.jpg","A person canoeing on water with a black background ."
"Images/2481490320_7978c76271.jpg","A person rowing in their boat in the water ."
"Images/2481598514_05a65d1f72.jpg","Children on tricycles ."
"Images/2481598514_05a65d1f72.jpg","Children riding tricycles on the pavement ."
"Images/2481598514_05a65d1f72.jpg","Little kids are lined up to race in a tricycle race ."
"Images/2481598514_05a65d1f72.jpg","Two children ride tricycles in a race ."
"Images/2481598514_05a65d1f72.jpg","Two children riding tricycles are passing a pink banner ."
"Images/248174959_2522871152.jpg","A girl in a red t-shirt is sitting on rock above the clouds ."
"Images/248174959_2522871152.jpg","A girl sits on the side of a large mountain with one leg hanging off ."
"Images/248174959_2522871152.jpg","A woman in a red shirt is sitting on the edge of a cliff ."
"Images/248174959_2522871152.jpg","A woman in red is sitting on the edge of a steep rock ."
"Images/248174959_2522871152.jpg","A woman in a red shirt is sitting on the edge of a high cliff ."
"Images/2482629385_f370b290d1.jpg","A brown dog wading into a marshy pond ."
"Images/2482629385_f370b290d1.jpg","A dog on the edge of a body of water ."
"Images/2482629385_f370b290d1.jpg","A dog walking into a lake with reeds in the background"
"Images/2482629385_f370b290d1.jpg","A dog wearing a blue leash walks into a body of water ."
"Images/2482629385_f370b290d1.jpg","A large brown dog leans into the water from the grassy shore ."
"Images/2483792149_a9b4ffecec.jpg","A blonde woman is standing in the middle of a field of tall pink flowers ."
"Images/2483792149_a9b4ffecec.jpg","A blonde woman walks through shoulder-high pink tulips , in front of a green field with a small house and trees in the distance ."
"Images/2483792149_a9b4ffecec.jpg","A woman sitting in a field of flowers"
"Images/2483792149_a9b4ffecec.jpg","A woman standing among a bunch of pink flowers , with a little shack in the back ."
"Images/2483792149_a9b4ffecec.jpg","The blonde woman is crouching in a field of pink tulips , near a grassy field and trees ."
"Images/2483993772_f64e9e4724.jpg","A black and brown dog trying to catch a blue ball ."
"Images/2483993772_f64e9e4724.jpg","A dog chasing a ball ."
"Images/2483993772_f64e9e4724.jpg","A dog jumps for the blue tennis ball ."
"Images/2483993772_f64e9e4724.jpg","Large brown dog jumps for blue ball"
"Images/2483993772_f64e9e4724.jpg","The German shepherd dog is trying to catch a blue ball ."
"Images/2483993827_243894a4f9.jpg","Three greyhounds are racing on a track at night ."
"Images/2483993827_243894a4f9.jpg","Three lean , numbered , greyhounds race along a track ."
"Images/2483993827_243894a4f9.jpg","Two Greyhounds racing at night"
"Images/2483993827_243894a4f9.jpg","Two horses are right alongside each other in the race ."
"Images/2483993827_243894a4f9.jpg","White , black , and brown greyhounds racing in numbered shirts ."
"Images/2484190118_e89363c465.jpg","A boy with his hands above his head stands on a cement pillar above the cobblestones ."
"Images/2484190118_e89363c465.jpg","A child in colorful shorts is standing on a post in the street ."
"Images/2484190118_e89363c465.jpg","A small boy stands on a cement stump in a park with his hands on his head ."
"Images/2484190118_e89363c465.jpg","a young man wearing a white t-shirt and green and black shorts standing on a stump ."
"Images/2484190118_e89363c465.jpg","Small child in white shirt and print shorts with hands over their head standing on object ."
"Images/2485467050_1d5e2696d4.jpg","A group of four children dancing in a backyard ."
"Images/2485467050_1d5e2696d4.jpg","Four children , out in a yard , leap into the air ."
"Images/2485467050_1d5e2696d4.jpg","Four kids are jumping around and playing outside ."
"Images/2485467050_1d5e2696d4.jpg","Four young kids have a picture taken of them while in midair ."
"Images/2485467050_1d5e2696d4.jpg","Two boys and two girls jump as they have their photo taken ."
"Images/248646530_03c6284759.jpg","A boy enjoys puddle jumping on the big yellow dot ."
"Images/248646530_03c6284759.jpg","A boy is jumping on yellow spots that are painted on the floor of a water fountain ."
"Images/248646530_03c6284759.jpg","A person in the air above a water spout in the blue and yellow floor ."
"Images/248646530_03c6284759.jpg","A small child is chasing water squirts in a fountain ."
"Images/248646530_03c6284759.jpg","Young child jumping in the air ."
"Images/248858242_1c33c54ada.jpg","A dog chases a smaller dog ."
"Images/248858242_1c33c54ada.jpg","A large dog is running on the grass ."
"Images/248858242_1c33c54ada.jpg","A larger brown dog is chasing a smaller grey dog on the grass ."
"Images/248858242_1c33c54ada.jpg","A large tan dog runs after a small tan dog on a grassy yard ."
"Images/248858242_1c33c54ada.jpg","A small dog stops in its tracks to look at the big dog chasing it ."
"Images/2488795251_c108c77b13.jpg","The girls smile at the camera ."
"Images/2488795251_c108c77b13.jpg","three black girls wearing white shirts smiling"
"Images/2488795251_c108c77b13.jpg","three young african-american girls smile for the camera ."
"Images/2488795251_c108c77b13.jpg","Three young black girls posing for the camera ."
"Images/2488795251_c108c77b13.jpg","Three young girls wearing white dresses smile at the camera ."
"Images/2489602993_896c1ea40a.jpg","A man on a motorcycle going around a corner ."
"Images/2489602993_896c1ea40a.jpg","a man rides a green motorcycle around a corner"
"Images/2489602993_896c1ea40a.jpg","A man with a blue helmet leans into a sharp turn on his motorcycle ."
"Images/2489602993_896c1ea40a.jpg","A motorcyclist on a number 52 bike leans in for a sharp turn ."
"Images/2489602993_896c1ea40a.jpg","The number 52 motorcyclist in a blue and black helmet is going around a corner ."
"Images/248994078_a9257f448b.jpg","A doberman bites a large blue ball ."
"Images/248994078_a9257f448b.jpg","A doberman biting a blue ball on a grassy surface ."
"Images/248994078_a9257f448b.jpg","A doberman puppy is trying to put a very large blue rubber ball in this mouth"
"Images/248994078_a9257f448b.jpg","A large black and brown dog tries to bite a large blue ball ."
"Images/248994078_a9257f448b.jpg","The dog tries to bite a big blue ball ."
"Images/2490179961_e842fda5eb.jpg","Two children with chocolate around their mouths are pulling funny faces ."
"Images/2490179961_e842fda5eb.jpg","Two girls are making funny faces and one has food smeared on her face around her mouth ."
"Images/2490179961_e842fda5eb.jpg","Two girls with chocolate mouths"
"Images/2490179961_e842fda5eb.jpg","Two little brown haired girls are grinning and squinting their eyes ."
"Images/2490179961_e842fda5eb.jpg","Two little girls , one with chocolate on her face , make faces ."
"Images/2490365757_b869282cb3.jpg","A man is kneeling next to a tripod and a feild of tulips ."
"Images/2490365757_b869282cb3.jpg","A man is taking photographs of a large garden of white and orange tulips ."
"Images/2490365757_b869282cb3.jpg","A man photographing tulips ."
"Images/2490365757_b869282cb3.jpg","A man takes pictures of white and yellow tulips ."
"Images/2490365757_b869282cb3.jpg","A photographer eyes his next subject in a garden of tulips ."
"Images/2490768374_45d94fc658.jpg","A young girl is in a teal colored netted skirt and wearing a shirt with a peace sign ."
"Images/2490768374_45d94fc658.jpg","A young girl smiles while wearing a teal fluffy skirt ."
"Images/2490768374_45d94fc658.jpg","a young girl wearing blue smiles ."
"Images/2490768374_45d94fc658.jpg","The little girl is running and laughing ."
"Images/2490768374_45d94fc658.jpg","The little girl is wearing a white T-shirt with a peace sign and a sea foam green tutu ."
"Images/2491343114_a3e35a2a3a.jpg","a dog running on the beach"
"Images/2491343114_a3e35a2a3a.jpg","A dog runs across sand ."
"Images/2491343114_a3e35a2a3a.jpg","A dog walks on the beach ."
"Images/2491343114_a3e35a2a3a.jpg","A skinny brown dog runs across the wet sand with his mouth open ."
"Images/2491343114_a3e35a2a3a.jpg","The dog is running through the wet sand ."
"Images/2492258999_5764124bba.jpg","Two bums are sitting on a sidewalk outside a Peace Mission in Portland Oregon ."
"Images/2492258999_5764124bba.jpg","Two homeless men sitting next to a building with a shopping cart ."
"Images/2492258999_5764124bba.jpg","Two men sit on the sidewalk in front of stores ."
"Images/2492258999_5764124bba.jpg","Two men sit on the sidewalk with shopping carts filled with their belongings ."
"Images/2492258999_5764124bba.jpg","Two people are sitting against a building near shopping carts ."
"Images/2493469969_11b6190615.jpg","A blond dog jumps in the air on the grass ."
"Images/2493469969_11b6190615.jpg","A medium sized brown dog jumping"
"Images/2493469969_11b6190615.jpg","A muscular dog is walking on very short grass ."
"Images/2493469969_11b6190615.jpg","A tan dog is prancing over grass ."
"Images/2493469969_11b6190615.jpg","Brown dog looks mean while running"
"Images/2493974889_50ae29f1e1.jpg","Two boys are walking down a tree lined dirt path ."
"Images/2493974889_50ae29f1e1.jpg","Two children walking away , down a path surrounded by trees ."
"Images/2493974889_50ae29f1e1.jpg","Two children walking down a forest path ."
"Images/2493974889_50ae29f1e1.jpg","Two children walking down a path in the woods ."
"Images/2493974889_50ae29f1e1.jpg","Two kids are walking on a path in the woods ."
"Images/2495394666_2ef6c37519.jpg","A brown dog is standing in a lake ."
"Images/2495394666_2ef6c37519.jpg","A brown dog is swimming in a creek ."
"Images/2495394666_2ef6c37519.jpg","A dog swimming in a pond"
"Images/2495394666_2ef6c37519.jpg","Dog swimming in body of water"
"Images/2495394666_2ef6c37519.jpg","The brown dog is swimming in the water ."
"Images/2495931537_9b8d4474b6.jpg","A brown dog is sniffing a white dog that is lying on the floor ."
"Images/2495931537_9b8d4474b6.jpg","A dog lays under a table being sniffed by another dog ."
"Images/2495931537_9b8d4474b6.jpg","Dog sniffing another dog lying under furniture ."
"Images/2495931537_9b8d4474b6.jpg","One dog sniffs another lying on the ground ."
"Images/2495931537_9b8d4474b6.jpg","There is a dog laying on the floor and another standing over him , licking his ear ."
"Images/2496236371_61dec88113.jpg","A man on a motorcycle does a wheelie on the track ."
"Images/2496236371_61dec88113.jpg","A man on a red crotch rocket ."
"Images/2496236371_61dec88113.jpg","A motorcycle rider doing a wheelie ."
"Images/2496236371_61dec88113.jpg","Someone in a red and white uniform is driving a red and white motorcycle down a track with the front wheel in the air ."
"Images/2496236371_61dec88113.jpg","The red motorcycle pulls a wheelie on the racetrack ."
"Images/2496370758_a3fbc49837.jpg","A tan dog and a cream colored dog run through grasslands ."
"Images/2496370758_a3fbc49837.jpg","A white dog and a brown dog running across a grassy field ."
"Images/2496370758_a3fbc49837.jpg","Two dogs bound across the grass ."
"Images/2496370758_a3fbc49837.jpg","two skinny dogs are running towards camera across a grassy field ."
"Images/2496370758_a3fbc49837.jpg","Two thin dogs are running fast through tall dry grass ."
"Images/2497608431_8dfefc7a1a.jpg","A man plays fetch with his big black dog just out of the woods ."
"Images/2497608431_8dfefc7a1a.jpg","A man prepares to throw a stick intended for a black dog in front of him to fetch ."
"Images/2497608431_8dfefc7a1a.jpg","A man throwing a stick for his black and tan dog ."
"Images/2497608431_8dfefc7a1a.jpg","man throwing stick and dog watching"
"Images/2497608431_8dfefc7a1a.jpg","The man in the black jacket is throwing a stick for the dog to chase ."
"Images/2498897831_0bbb5d5b51.jpg","Three children are pulling faces on a purple bench ."
"Images/2498897831_0bbb5d5b51.jpg","Three little girls are sitting on a purple bench and making funny faces ."
"Images/2498897831_0bbb5d5b51.jpg","Three little girls make silly faces on a wooden swing in an over saturated photo ."
"Images/2498897831_0bbb5d5b51.jpg","Three young girls are sitting on a bench swing in a park ."
"Images/2498897831_0bbb5d5b51.jpg","Three young girls pose together outside ."
"Images/2500354186_0836309cc9.jpg","A boy walks through a dusty rocky yard with a bicycle tire on his shoulder ."
"Images/2500354186_0836309cc9.jpg","A small child is carrying a large hoop ."
"Images/2500354186_0836309cc9.jpg","A small child is holding a tire over his shoulder ."
"Images/2500354186_0836309cc9.jpg","A very small boy carries a bicycle tire on his shoulder ."
"Images/2500354186_0836309cc9.jpg","A young boy is carrying tire rubber down a dirty road ."
"Images/2500567791_101d5ddee3.jpg","a black cow and a brown cow being chased by a dog"
"Images/2500567791_101d5ddee3.jpg","A black cow and a brown cow being chased by a dog"
"Images/2500567791_101d5ddee3.jpg","A brown and black bull runs from a small black dog ."
"Images/2500567791_101d5ddee3.jpg","A brown cow jumps near a black one as a dog herds them ."
"Images/2500567791_101d5ddee3.jpg","Dog chasing brown cow and black cow"
"Images/2500826039_165e75b20c.jpg","A couple kisses ."
"Images/2500826039_165e75b20c.jpg","a couple kisses on a busy sidewalk ."
"Images/2500826039_165e75b20c.jpg","A couple kisses on the busy street ."
"Images/2500826039_165e75b20c.jpg","A man and a woman with a purse on her shoulder kissing each other while standing in a crowd ."
"Images/2500826039_165e75b20c.jpg","The couple embrace on the street ."
"Images/2501742763_b2cb322087.jpg","A black dog is running fast on green grass ."
"Images/2501742763_b2cb322087.jpg","A black dog is running in the grass ."
"Images/2501742763_b2cb322087.jpg","A black dog is running in the yard"
"Images/2501742763_b2cb322087.jpg","A black dog is standing on the grass ."
"Images/2501742763_b2cb322087.jpg","A black dog runs and , focusing on something ."
"Images/2501968935_02f2cd8079.jpg","A man dressed in a purple shirt and red bandanna smiles at the people watching him ."
"Images/2501968935_02f2cd8079.jpg","A man on the street wearing leather chaps and a chainmail codpiece ."
"Images/2501968935_02f2cd8079.jpg","A man wearing a purple shirt and black leather chaps poses for the camera ."
"Images/2501968935_02f2cd8079.jpg","Man dressed in leather chaps and purple shirt stands in front of onlookers"
"Images/2501968935_02f2cd8079.jpg","There is a man in a purple shirt , leather chaps and a red bandanna , standing near other men ."
"Images/2502079538_10ef2e976b.jpg","a camel carries two peoples stuff ."
